Test Description,Passed,Reason
Verifying the IP address (10.10.1.12/24) assigned to eth0 of pc2,True,OK
Verifying the IP address (10.10.1.13/24) assigned to eth0 of pc3,True,OK
Verifying the IP address (10.10.2.11/24) assigned to eth0 of pc4,True,OK
Verifying the IP address (10.10.2.12/24) assigned to eth0 of pc5,True,OK
Verifying the IP address (10.10.2.13/24) assigned to eth0 of pc6,True,OK
Verifying the IP address (10.10.3.11/24) assigned to eth0 of pc7,True,OK
Verifying the IP address (10.10.3.12/24) assigned to eth0 of pc8,True,OK
Verifying the IP address (10.10.3.13/24) assigned to eth0 of pc9,True,OK
Verifying `10.10.1.12` reachable from device `pc1`,True,OK
Verifying `10.10.1.13` reachable from device `pc1`,True,OK
Verifying `10.10.2.11` reachable from device `pc1`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc1`,False,ping: connect: Network is unreachable
Verifying `10.10.2.13` reachable from device `pc1`,False,ping: connect: Network is unreachable
Verifying `10.10.3.11` reachable from device `pc1`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc1`,False,ping: connect: Network is unreachable
Verifying `10.10.3.13` reachable from device `pc1`,False,ping: connect: Network is unreachable
Verifying `10.10.1.11` reachable from device `pc2`,True,OK
Verifying `10.10.1.13` reachable from device `pc2`,True,OK
Verifying `10.10.2.11` reachable from device `pc2`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc2`,False,ping: connect: Network is unreachable
Verifying `10.10.2.13` reachable from device `pc2`,False,ping: connect: Network is unreachable
Verifying `10.10.3.11` reachable from device `pc2`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc2`,False,ping: connect: Network is unreachable
Verifying `10.10.3.13` reachable from device `pc2`,False,ping: connect: Network is unreachable
Verifying `10.10.1.11` reachable from device `pc3`,True,OK
Verifying `10.10.1.12` reachable from device `pc3`,True,OK
Verifying `10.10.2.11` reachable from device `pc3`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc3`,False,ping: connect: Network is unreachable
Verifying `10.10.2.13` reachable from device `pc3`,False,ping: connect: Network is unreachable
Verifying `10.10.3.11` reachable from device `pc3`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc3`,False,ping: connect: Network is unreachable
Verifying `10.10.3.13` reachable from device `pc3`,False,ping: connect: Network is unreachable
Verifying `10.10.1.11` reachable from device `pc4`,False,ping: connect: Network is unreachable
Verifying `10.10.1.12` reachable from device `pc4`,False,ping: connect: Network is unreachable
Verifying `10.10.1.13` reachable from device `pc4`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc4`,True,OK
Verifying `10.10.2.13` reachable from device `pc4`,True,OK
Verifying `10.10.3.11` reachable from device `pc4`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc4`,False,ping: connect: Network is unreachable
Verifying `10.10.3.13` reachable from device `pc4`,False,ping: connect: Network is unreachable
Verifying `10.10.1.11` reachable from device `pc5`,False,ping: connect: Network is unreachable
Verifying `10.10.1.12` reachable from device `pc5`,False,ping: connect: Network is unreachable
Verifying `10.10.1.13` reachable from device `pc5`,False,ping: connect: Network is unreachable
Verifying `10.10.2.11` reachable from device `pc5`,True,OK
Verifying `10.10.2.13` reachable from device `pc5`,True,OK
Verifying `10.10.3.11` reachable from device `pc5`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc5`,False,ping: connect: Network is unreachable
Verifying `10.10.3.13` reachable from device `pc5`,False,ping: connect: Network is unreachable
Verifying `10.10.1.11` reachable from device `pc6`,False,ping: connect: Network is unreachable
Verifying `10.10.1.12` reachable from device `pc6`,False,ping: connect: Network is unreachable
Verifying `10.10.1.13` reachable from device `pc6`,False,ping: connect: Network is unreachable
Verifying `10.10.2.11` reachable from device `pc6`,True,OK
Verifying `10.10.2.12` reachable from device `pc6`,True,OK
Verifying `10.10.3.11` reachable from device `pc6`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc6`,False,ping: connect: Network is unreachable
Verifying `10.10.3.13` reachable from device `pc6`,False,ping: connect: Network is unreachable
Verifying `10.10.1.11` reachable from device `pc7`,False,ping: connect: Network is unreachable
Verifying `10.10.1.12` reachable from device `pc7`,False,ping: connect: Network is unreachable
Verifying `10.10.1.13` reachable from device `pc7`,False,ping: connect: Network is unreachable
Verifying `10.10.2.11` reachable from device `pc7`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc7`,False,ping: connect: Network is unreachable
Verifying `10.10.2.13` reachable from device `pc7`,False,ping: connect: Network is unreachable
Verifying `10.10.3.12` reachable from device `pc7`,True,OK
Verifying `10.10.3.13` reachable from device `pc7`,True,OK
Verifying `10.10.1.11` reachable from device `pc8`,False,ping: connect: Network is unreachable
Verifying `10.10.1.12` reachable from device `pc8`,False,ping: connect: Network is unreachable
Verifying `10.10.1.13` reachable from device `pc8`,False,ping: connect: Network is unreachable
Verifying `10.10.2.11` reachable from device `pc8`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc8`,False,ping: connect: Network is unreachable
Verifying `10.10.2.13` reachable from device `pc8`,False,ping: connect: Network is unreachable
Verifying `10.10.3.11` reachable from device `pc8`,True,OK
Verifying `10.10.3.13` reachable from device `pc8`,True,OK
Verifying `10.10.1.11` reachable from device `pc9`,False,ping: connect: Network is unreachable
Verifying `10.10.1.12` reachable from device `pc9`,False,ping: connect: Network is unreachable
Verifying `10.10.1.13` reachable from device `pc9`,False,ping: connect: Network is unreachable
Verifying `10.10.2.11` reachable from device `pc9`,False,ping: connect: Network is unreachable
Verifying `10.10.2.12` reachable from device `pc9`,False,ping: connect: Network is unreachable
Verifying `10.10.2.13` reachable from device `pc9`,False,ping: connect: Network is unreachable
Verifying `10.10.3.11` reachable from device `pc9`,True,OK
Verifying `10.10.3.12` reachable from device `pc9`,True,OK
Checking the routing table of r1,False,"The routing table of r1 have the wrong number of routes: 0, expected: 1"
Checking the routing table of r1,False,The routing table of r1 is missing route 0.0.0.0/0
Checking the routing table of r2,False,"The routing table of r2 have the wrong number of routes: 0, expected: 2"
Checking the routing table of r2,False,The routing table of r2 is missing route 10.10.1.0/24
Checking the routing table of r2,False,The routing table of r2 is missing route 10.10.3.0/24
Checking the routing table of r3,False,"The routing table of r3 have the wrong number of routes: 0, expected: 1"
Checking the routing table of r3,False,The routing table of r3 is missing route 0.0.0.0/0
Checking the routing table of pc1,False,"The routing table of pc1 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc1,False,The routing table of pc1 is missing route 0.0.0.0/0
Checking the routing table of pc2,False,"The routing table of pc2 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc2,False,The routing table of pc2 is missing route 0.0.0.0/0
Checking the routing table of pc3,False,"The routing table of pc3 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc3,False,The routing table of pc3 is missing route 0.0.0.0/0
Checking the routing table of pc4,False,"The routing table of pc4 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc4,False,The routing table of pc4 is missing route 0.0.0.0/0
Checking the routing table of pc5,False,"The routing table of pc5 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc5,False,The routing table of pc5 is missing route 0.0.0.0/0
Checking the routing table of pc6,False,"The routing table of pc6 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc6,False,The routing table of pc6 is missing route 0.0.0.0/0
Checking the routing table of pc7,False,"The routing table of pc7 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc7,False,The routing table of pc7 is missing route 0.0.0.0/0
Checking the routing table of pc8,False,"The routing table of pc8 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc8,False,The routing table of pc8 is missing route 0.0.0.0/0
Checking the routing table of pc9,False,"The routing table of pc9 have the wrong number of routes: 0, expected: 1"
Checking the routing table of pc9,False,The routing table of pc9 is missing route 0.0.0.0/0
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:1::1/64'' on 'r1',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth1 | grep -Fq '2001:db8:10:12::1/64'' on 'r1',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 route show default | grep -Fqx 'default via 2001:db8:10:12::2 dev eth1'' on 'r1',False,"The exit code of the command differs from the expected one.
 Actual: 1
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:12::2/64'' on 'r2',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth1 | grep -Fq '2001:db8:10:23::1/64'' on 'r2',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth2 | grep -Fq '2001:db8:10:2::1/64'' on 'r2',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 route show 2001:db8:10:1::/64 | grep -Fq 'via 2001:db8:10:12::1'' on 'r2',False,"The exit code of the command differs from the expected one.
 Actual: 1
 Expected: 0"
Checking the exit code of the command 'ip -6 route show 2001:db8:10:3::/64 | grep -Fq 'via 2001:db8:10:23::2'' on 'r2',False,"The exit code of the command differs from the expected one.
 Actual: 1
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:23::2/64'' on 'r3',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth1 | grep -Fq '2001:db8:10:3::1/64'' on 'r3',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 route show default | grep -Fqx 'default via 2001:db8:10:23::1 dev eth0'' on 'r3',False,"The exit code of the command differs from the expected one.
 Actual: 1
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:1::11/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:1::1'' on 'pc1',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:1::12/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:1::1'' on 'pc2',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:1::13/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:1::1'' on 'pc3',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:2::11/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:2::1'' on 'pc4',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:2::12/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:2::1'' on 'pc5',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:2::13/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:2::1'' on 'pc6',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:3::11/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:3::1'' on 'pc7',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:3::12/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:3::1'' on 'pc8',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
Checking the exit code of the command 'ip -6 addr show dev eth0 | grep -Fq '2001:db8:10:3::13/64' && ip -6 route show default | grep -Fq 'via 2001:db8:10:3::1'' on 'pc9',False,"The exit code of the command differs from the expected one.
 Actual: 255
 Expected: 0"
