Test Description,Passed,Reason
Verifying `192.168.40.11` reachable from device `pc22`,False,`pc22` does not receive any answer from `192.168.40.11`.
Verifying `192.168.40.12` reachable from device `pc22`,False,`pc22` does not receive any answer from `192.168.40.12`.
Verifying `192.168.10.11` reachable from device `pc31`,False,`pc31` does not receive any answer from `192.168.10.11`.
Verifying `192.168.10.12` reachable from device `pc31`,False,`pc31` does not receive any answer from `192.168.10.12`.
Verifying `192.168.20.11` reachable from device `pc31`,False,`pc31` does not receive any answer from `192.168.20.11`.
Verifying `192.168.20.12` reachable from device `pc31`,False,`pc31` does not receive any answer from `192.168.20.12`.
Verifying `192.168.40.11` reachable from device `pc31`,False,`pc31` does not receive any answer from `192.168.40.11`.
Verifying `192.168.40.12` reachable from device `pc31`,False,`pc31` does not receive any answer from `192.168.40.12`.
Verifying `192.168.10.11` reachable from device `pc32`,False,`pc32` does not receive any answer from `192.168.10.11`.
Verifying `192.168.10.12` reachable from device `pc32`,False,`pc32` does not receive any answer from `192.168.10.12`.
Verifying `192.168.20.11` reachable from device `pc32`,False,`pc32` does not receive any answer from `192.168.20.11`.
Verifying `192.168.20.12` reachable from device `pc32`,False,`pc32` does not receive any answer from `192.168.20.12`.
Verifying `192.168.40.11` reachable from device `pc32`,False,`pc32` does not receive any answer from `192.168.40.11`.
Verifying `192.168.40.12` reachable from device `pc32`,False,`pc32` does not receive any answer from `192.168.40.12`.
Verifying `192.168.10.11` reachable from device `pc41`,False,`pc41` does not receive any answer from `192.168.10.11`.
Verifying `192.168.10.12` reachable from device `pc41`,False,`pc41` does not receive any answer from `192.168.10.12`.
Verifying `192.168.20.11` reachable from device `pc41`,False,`pc41` does not receive any answer from `192.168.20.11`.
Verifying `192.168.20.12` reachable from device `pc41`,False,`pc41` does not receive any answer from `192.168.20.12`.
Verifying `192.168.30.11` reachable from device `pc41`,False,`pc41` does not receive any answer from `192.168.30.11`.
Verifying `192.168.30.12` reachable from device `pc41`,False,`pc41` does not receive any answer from `192.168.30.12`.
Verifying `192.168.10.11` reachable from device `pc42`,False,`pc42` does not receive any answer from `192.168.10.11`.
Verifying `192.168.10.12` reachable from device `pc42`,False,`pc42` does not receive any answer from `192.168.10.12`.
Verifying `192.168.20.11` reachable from device `pc42`,False,`pc42` does not receive any answer from `192.168.20.11`.
Verifying `192.168.20.12` reachable from device `pc42`,False,`pc42` does not receive any answer from `192.168.20.12`.
Verifying `192.168.30.11` reachable from device `pc42`,False,`pc42` does not receive any answer from `192.168.30.11`.
Verifying `192.168.30.12` reachable from device `pc42`,False,`pc42` does not receive any answer from `192.168.30.12`.
Checking the routing table of r1,False,"The routing table of r1 have the wrong number of routes: 0, expected: 1"
Checking the routing table of r1,False,The routing table of r1 is missing route 0.0.0.0/0
Checking the routing table of r2,False,"The routing table of r2 have the wrong number of routes: 0, expected: 3"
Checking the routing table of r2,False,The routing table of r2 is missing route 192.168.10.0/24
Checking the routing table of r2,False,The routing table of r2 is missing route 192.168.30.0/24
Checking the routing table of r2,False,The routing table of r2 is missing route 192.168.40.0/24
Checking the routing table of r3,False,"The routing table of r3 have the wrong number of routes: 0, expected: 3"
Checking the routing table of r3,False,The routing table of r3 is missing route 192.168.10.0/24
Checking the routing table of r3,False,The routing table of r3 is missing route 192.168.20.0/24
Checking the routing table of r3,False,The routing table of r3 is missing route 192.168.40.0/24
Checking the routing table of r4,False,"The routing table of r4 have the wrong number of routes: 0, expected: 1"
Checking the routing table of r4,False,The routing table of r4 is missing route 0.0.0.0/0
